,App Id,All Permissions,App Name,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
202,com.hmdglobal.support,"[{'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}]",My phone: the official app for Nokia phones,Tools,3.9,122276.0,"50,000,000+",50000000.0,88480284,True,0.0,USD,17M,7.0 and up,HMD Global,http://www.hmdglobal.com,support.app@hmdglobal.com,"May 29, 2017","Jun 14, 2021",Everyone,http://www.nokia.com/en_int/phones/privacy,True,False,False,2021-06-16 00:53:04
203,com.studiosol.palcomp3,"[{'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'read Google service configuration', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'modify system settings', 'type': 'Other'}]",Palco MP3,Music & Audio,4.2,2125424.0,"100,000,000+",100000000.0,178482917,True,0.0,USD,Varies with device,Varies with device,Studio Sol Comunicação Digital,https://www.palcomp3.com.br/,contato@palcomp3.com,"Jan 23, 2012","May 27, 2021",Teen,https://www.palcomp3.com/aviso_legal.htm,True,False,False,2021-06-16 12:20:59
204,com.zynga.livepoker,"[{'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'modify system settings', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}]",Zynga Poker ™: Free Texas Holdem Online Card Games,Card,4.3,2587465.0,"50,000,000+",50000000.0,83255897,True,0.0,USD,97M,4.4 and up,Zynga,https://www.zynga.com/,android.support@zynga.com,"Dec 21, 2010","May 24, 2021",Teen,https://www.zynga.com/privacy/policy,True,True,False,2021-06-16 14:12:59
205,ru.yandex.taxi,"[{'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'directly call phone numbers', 'type': 'Phone'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'add or remove accounts', 'type': 'Identity'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'create accounts and set passwords', 'type': 'Other'}, {'permission': 'control Near Field Communication', 'type': 'Other'}, {'permission': 'toggle sync on and off', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'read sync settings', 'type': 'Other'}, {'permission': 'connect and disconnect from Wi-Fi', 'type': 'Other'}, {'permission': 'use accounts on the device', 'type': 'Other'}]",Yandex Go — taxi and delivery,Maps & Navigation,4.9,1951621.0,"50,000,000+",50000000.0,81134494,True,0.0,USD,Varies with device,5.0 and up,Yandex Apps,http://mobile.yandex.com/apps/taxi/android/,support@go.yandex.com,"Oct 25, 2011","Jun 09, 2021",Everyone,https://yandex.com/legal/confidential/,False,False,False,2021-06-15 22:51:59
206,com.game5mobile.lineandwater,"[{'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}]",Happy Glass,Puzzle,4.0,971774.0,"100,000,000+",100000000.0,222711248,True,0.0,USD,67M,4.4 and up,Lion Studios,http://www.lionstudios.cc,game5mobile@lionstudios.cc,"Aug 28, 2018","Feb 16, 2021",Everyone,https://lionstudios.cc/privacy/,True,True,False,2021-06-16 02:06:12
207,com.imo.android.imoim,"[{'permission': 'read your own contact card', 'type': 'Identity'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'add or remove accounts', 'type': 'Identity'}, {'permission': 'directly call phone numbers', 'type': 'Phone'}, {'permission': 'read call log', 'type': 'Phone'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'retrieve running apps', 'type': 'Device & app history'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'read calendar events plus confidential information', 'type': 'Calendar'}, {'permission': ""add or modify calendar events and send email to guests without owners' knowledge"", 'type': 'Calendar'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'modify your contacts', 'type': 'Contacts'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'read sync settings', 'type': 'Other'}, {'permission': 'measure app storage space', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'draw over other apps', 'type': 'Other'}, {'permission': 'install shortcuts', 'type': 'Other'}, {'permission': 'create accounts and set passwords', 'type': 'Other'}, {'permission': 'connect and disconnect from Wi-Fi', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'control Near Field Communication', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'read Google service configuration', 'type': 'Other'}, {'permission': 'pair with Bluetooth devices', 'type': 'Other'}, {'permission': 'toggle sync on and off', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'change your audio settings', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}]",imo free video calls and chat,Communication,4.1,6921757.0,"500,000,000+",500000000.0,926726001,True,0.0,USD,Varies with device,Varies with device,imo.im,https://imo.im/,feedback@imo.im,"Jul 27, 2010","Jun 15, 2021",Everyone,https://imo.im/privacy,True,True,False,2021-06-16 07:23:21
208,com.king.candycrushsaga,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}]",Candy Crush Saga,Casual,4.6,31476637.0,"1,000,000,000+",1000000000.0,1208422684,True,0.0,USD,Varies with device,4.4 and up,King,http://candycrushsaga.com/help/,candycrush.techhelp@king.com,"Nov 15, 2012","Jun 04, 2021",Everyone,https://king.com/privacyPolicy,True,True,False,2021-06-16 01:14:37
209,com.google.android.apps.magazines,"[{'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'add or remove accounts', 'type': 'Identity'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'read Google service configuration', 'type': 'Other'}, {'permission': 'read sync settings', 'type': 'Other'}, {'permission': 'measure app storage space', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'install shortcuts', 'type': 'Other'}, {'permission': 'uninstall shortcuts', 'type': 'Other'}, {'permission': 'toggle sync on and off', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'use accounts on the device', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}]",Google News - Top world & local news headlines,News & Magazines,4.1,201058.0,"1,000,000,000+",1000000000.0,2961820154,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://news.google.com/about,apps-help@google.com,"Jun 27, 2012","Jun 15, 2021",Teen,http://www.google.com/policies/privacy,True,False,False,2021-06-16 14:21:18
210,com.dv.adm,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'draw over other apps', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'change network connectivity', 'type': 'Other'}, {'permission': 'connect and disconnect from Wi-Fi', 'type': 'Other'}]",Advanced Download Manager & Torrent downloader,Tools,4.5,863374.0,"50,000,000+",50000000.0,72852511,True,0.0,USD,Varies with device,Varies with device,AdvancedApp,https://dimonvideo.ru/,advdman@gmail.com,"Jan 4, 2012","May 29, 2021",Everyone,https://dimonvideo.ru/apps/adm_privacy_policy.htm,True,True,False,2021-06-15 21:45:53
211,com.amanotes.pamadancingroad,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}]",Dancing Road: Color Ball Run!,Music,4.1,670707.0,"100,000,000+",100000000.0,174189209,True,0.0,USD,74M,4.4 and up,AMANOTES PTE LTD,http://amanotes.com,pama.support@amanotes.com,"Oct 29, 2018","Jun 08, 2021",Everyone,http://amanotes.com/privacy-policy/,True,True,False,2021-06-16 07:46:32
212,com.discord,"[{'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'draw over other apps', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'change your audio settings', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'pair with Bluetooth devices', 'type': 'Other'}]","Discord - Talk, Video Chat & Hang Out with Friends",Communication,4.4,455628.0,"100,000,000+",100000000.0,243895196,True,0.0,USD,95M,5.0 and up,Discord Inc.,https://discord.com/,support@discord.com,"May 7, 2015","Jun 15, 2021",Teen,https://discordapp.com/privacy/,False,True,False,2021-06-16 05:39:36
213,com.zenjoy.slideshow,"[{'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}]",Music Video Maker: Slideshow,Photography,4.2,476273.0,"50,000,000+",50000000.0,93645110,True,0.0,USD,21M,4.2 and up,Video Note LLC,https://www.photoeditor.app/,angelicdan@gmail.com,"Jul 22, 2016","Mar 23, 2021",Teen,https://zenjoy-res.tuanguwen.com/privacy/zenjoy.html,True,False,False,2021-06-16 08:08:39
214,com.bitmango.rolltheballunrollme,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}]",Roll the Ball® - slide puzzle,Puzzle,4.2,1561292.0,"100,000,000+",100000000.0,207585531,True,0.0,USD,57M,4.4 and up,BitMango,https://www.bitmango.com,help@bitmango.com,"Mar 13, 2015","May 25, 2021",Everyone,http://www.bitmango.com/privacy.htm,True,True,False,2021-06-16 05:43:45
215,com.duolingo,"[{'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'create accounts and set passwords', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'change your audio settings', 'type': 'Other'}]",Duolingo: Learn Languages Free,Education,4.6,11103561.0,"100,000,000+",100000000.0,261431130,True,0.0,USD,Varies with device,Varies with device,Duolingo,https://www.duolingo.com/,android@duolingo.com,"May 29, 2013","Jun 14, 2021",Everyone,https://www.duolingo.com/privacy,True,True,True,2021-06-16 13:07:01
216,com.amazon.kindle,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'retrieve running apps', 'type': 'Device & app history'}, {'permission': 'add or remove accounts', 'type': 'Identity'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'pair with Bluetooth devices', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'create accounts and set passwords', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'access Bluetooth settings', 'type': 'Other'}, {'permission': 'connect and disconnect from Wi-Fi', 'type': 'Other'}, {'permission': 'modify system settings', 'type': 'Other'}, {'permission': 'use accounts on the device', 'type': 'Other'}]",Amazon Kindle,Books & Reference,4.7,1714733.0,"100,000,000+",100000000.0,373230108,True,0.0,USD,Varies with device,5.0 and up,Amazon Mobile LLC,http://www.amazon.com/kindleapps,kindle-cs-support@amazon.com,"Jun 28, 2010","Jun 04, 2021",Teen,https://www.amazon.com/gp/help/customer/display.html?nodeId=468496,True,False,False,2021-06-15 23:16:23
217,com.microblink.photomath,"[{'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'read Google service configuration', 'type': 'Other'}]",Photomath,Education,4.7,2221551.0,"100,000,000+",100000000.0,147356790,True,0.0,USD,Varies with device,Varies with device,"Photomath, Inc.",https://photomath.com,support@photomath.com,"Feb 26, 2015","Jun 09, 2021",Everyone,https://photomath.net/privacypolicy,False,True,False,2021-06-16 07:34:00
218,com.afmobi.boomplayer,"[{'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'read sensitive log data', 'type': 'Device & app history'}, {'permission': 'retrieve running apps', 'type': 'Device & app history'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'erase USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'access USB storage filesystem', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'disable your screen lock', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'draw over other apps', 'type': 'Other'}, {'permission': 'expand/collapse status bar', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'read battery statistics', 'type': 'Other'}, {'permission': 'control flashlight', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'pair with Bluetooth devices', 'type': 'Other'}, {'permission': 'connect and disconnect from Wi-Fi', 'type': 'Other'}, {'permission': 'modify system settings', 'type': 'Other'}, {'permission': 'set wallpaper', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'change your audio settings', 'type': 'Other'}, {'permission': 'change system display settings', 'type': 'Other'}]",Boomplay: Download Music Enjoy Offline Music Free,Music & Audio,4.6,430325.0,"100,000,000+",100000000.0,124125332,True,0.0,USD,22M,4.2 and up,Transsnet Music Limited,https://www.boomplaymusic.com,support.boomplay@transsnet.com,"Apr 7, 2016","Apr 30, 2021",Teen,https://www.boomplay.com/privacyPolicy,True,True,False,2021-06-16 13:57:54
219,com.google.android.talk,"[{'permission': 'find accounts on the device', 'type': 'Identity'}, {'permission': 'add or remove accounts', 'type': 'Identity'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'read phone status and identity', 'type': 'Device ID & call information'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read your text messages (SMS or MMS)', 'type': 'SMS'}, {'permission': 'receive text messages (MMS)', 'type': 'SMS'}, {'permission': 'edit your text messages (SMS or MMS)', 'type': 'SMS'}, {'permission': 'receive text messages (SMS)', 'type': 'SMS'}, {'permission': 'send SMS messages', 'type': 'SMS'}, {'permission': 'directly call phone numbers', 'type': 'Phone'}, {'permission': 'read phone status and identity', 'type': 'Phone'}, {'permission': 'record audio', 'type': 'Microphone'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'find accounts on the device', 'type': 'Contacts'}, {'permission': 'modify your contacts', 'type': 'Contacts'}, {'permission': 'read your contacts', 'type': 'Contacts'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'install shortcuts', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'pair with Bluetooth devices', 'type': 'Other'}, {'permission': 'control Near Field Communication', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'change your audio settings', 'type': 'Other'}, {'permission': 'measure app storage space', 'type': 'Other'}, {'permission': 'use accounts on the device', 'type': 'Other'}, {'permission': 'read Google service configuration', 'type': 'Other'}, {'permission': 'change network connectivity', 'type': 'Other'}]",Hangouts,Communication,4.0,5072462.0,"5,000,000,000+",5000000000.0,5019518222,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/hangouts/?p=androidhelp,apps-help@google.com,"May 15, 2013","May 14, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 11:09:02
220,com.bitsmedia.android.muslimpro,"[{'permission': 'view Wi-Fi connections', 'type': 'Wi-Fi connection information'}, {'permission': 'precise location (GPS and network-based)', 'type': 'Location'}, {'permission': 'approximate location (network-based)', 'type': 'Location'}, {'permission': 'take pictures and videos', 'type': 'Camera'}, {'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}, {'permission': 'control vibration', 'type': 'Other'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'modify system settings', 'type': 'Other'}]","Muslim Pro: Athan, Quran, Prayer Times Qibla Islam",Lifestyle,4.1,1675505.0,"50,000,000+",50000000.0,82107740,True,0.0,USD,Varies with device,Varies with device,Bitsmedia Pte Ltd,https://muslimpro.com/,support@muslimpro.com,"Apr 12, 2011","May 27, 2021",Everyone,https://support.muslimpro.com/hc/en-us/articles/203485970,True,True,False,2021-06-16 14:27:21
221,com.zentertain.photocollage,"[{'permission': 'read the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Photos/Media/Files'}, {'permission': 'read the contents of your USB storage', 'type': 'Storage'}, {'permission': 'modify or delete the contents of your USB storage', 'type': 'Storage'}, {'permission': 'view network connections', 'type': 'Other'}, {'permission': 'send sticky broadcast', 'type': 'Other'}, {'permission': 'full network access', 'type': 'Other'}, {'permission': 'run at startup', 'type': 'Other'}, {'permission': 'prevent device from sleeping', 'type': 'Other'}]",Photo Collage Editor,Photography,4.3,1034736.0,"100,000,000+",100000000.0,108822599,True,0.0,USD,33M,4.1 and up,Zentertain,http://www.zentertain.net,Fideoapp@zentertian.net,"Apr 17, 2014","Mar 19, 2021",Teen,https://zenjoy-res.tuanguwen.com/privacy/zenjoy.html,True,False,False,2021-06-16 06:33:08
